business_area,division_code,division_label_ko,case_type_code,case_type_label_ko,supported,namespace,param_key,label_ko,widget,storage,required,source
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,exam_request_date,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,exam_requested,Text,select_yn,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,filing_deadline,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,filing_type,Text,select_filing_type,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,foreign_agent_name,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,handler,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,inhouse_status,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,inventor_name,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,manager,Text,text,matter_custom_field(namespace=outgoing_patent).data,Y,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,memo2,Text,textarea,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,microbe_deposit,Text Text,select_yn,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,misc,Text,textarea,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,novelty_doc_deadline,Text Text Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,novelty_doc_submitted,Text Text Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,novelty_grace_date,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,opposition_date,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,opposition_decision_date,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,opposition_decision_result,Text Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,opposition_no,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,parent_application_date,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,parent_application_no,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,pct_application_date,PCT Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,pct_application_no,PCT Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,priority_claimed,Text Text,select_yn,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,priority_date,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,priority_no,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,proposal_title,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,public_notice_exception,Text,select_yn,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,publication_date,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,publication_no,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,reg_deadline,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,reg_decision_date,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,reg_decision_received,Text Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,reg_fee_paid_date,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,reg_ol_sent_date,Text O/LText,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,registrant_name,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,registration_date,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,registration_no,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,rejection_date,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,rejection_received_date,Text Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,retained_date,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,sequence_listing,Text Text,select_yn,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,spec_pages,Text Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,stand_reason,Text,select_stand_reason,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,term_expiry_date,Text Text Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,title_en,Text Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,title_ko,Text Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,trans_charge,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,trans_expend_date,Text,date,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,trans_price,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,PATENT,Text,Y,outgoing_patent,trans_type,Text,text,matter_custom_field(namespace=outgoing_patent).data,,app/blueprints/case/helpers.py:OUTGOING_PATENT_FIELDS
IP,OUT,Text,TRADEMARK,Text,N,,,,,,,app/blueprints/case/routes.py:create_matter (no outgoing trademark support)
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,abandon_date,Text/Text,date,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,abandon_reason,Text/Text Text,text,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,applicant_registrant,Text/Text,text,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,application_reg_date,Text/Text Text,date,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,application_reg_no,Text/Text Text,text,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,assignee1,Text(1),text,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,assignee2,Text(2),text,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,attorney,Text,text,matter_custom_field(namespace=litigation).data,Y,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,case_name,Text,select_litigation_case,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,case_no,Text,text,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,claimant_agent,Text Text,text,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,claimant_name,Text,client_search,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,claimant_name_id,,,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS (extra_allowed)
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,client_contact,Text Text,text,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,client_id,,,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS (extra_allowed)
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,client_mgmt_no,Text Text,text,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,client_name,Text,client_search,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,complete_date,Text/Text,date,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,court,Text Text,select_litigation_court,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,court_other,Text Text,text,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,decision_date,Text/Text/Text Text,date,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,decision_received_date,Text/Text/Text Text,date,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,decision_result,Text/Text/Text Text,select_litigation_result,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,department,Text,select_department,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,detailed_reason_date,Text Text Text,date,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,detailed_reason_deadline,Text Text Text,date,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,detailed_reason_submitted,Text Text Text,select_yn,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,drawing_handler,Text,text,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,handler,Text,text,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,judgment_appeal_date,Text,date,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,judgment_appeal_deadline,Text,date,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,manager,Text,text,matter_custom_field(namespace=litigation).data,Y,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,memo2,Text,textarea,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,misc,Text,textarea,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,old_our_ref,Text Our Ref.,text,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,request_date,Text/Text/Text Text,date,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,request_deadline,Text/Text/Text Text,date,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,respondent_agent,Text Text,text,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,respondent_name,Text,client_search,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,respondent_name_id,,,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS (extra_allowed)
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,retained_date,Text,date,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,right_type,Text,select_litigation_right_type,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,stand_reason,Text,select_stand_reason,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
LITIGATION,,,LITIGATION,Text/Text/Text,Y,litigation,title_ko,Text Text,text,matter_custom_field(namespace=litigation).data,,app/blueprints/case/helpers.py:LITIGATION_FIELDS
